"AffectedWorkloadDisplayNames","AffectedWorkloadNames","Status","Workload","WorkloadDisplayName","ActionType","AdditionalDetails","AffectedTenantCount","AffectedUserCount","Classification","EndTime","Feature","FeatureDisplayName","UserFunctionalImpact","Id","ImpactDescription","LastUpdatedTime","MessageType","Messages","PostIncidentDocumentUrl","Severity","StartTime","TenantParams","Title"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","20/04/2021 18:15:00","spofeatures","SharePoint Features","","SP251691","Users may have been unable to perform searches within Word on the web documents.","20/04/2021 22:17:47","Incident","System.Object[]","","","14/04/2021 22:30:00","System.Object[]","Users may be unable to perform searches within Word on the web documents"
"System.Object[]","System.Object[]","Post-incident report published","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","29/06/2021 00:00:00","spofeatures","SharePoint Features","","SP252302","Admins’ SharePoint Online storage quota changes were reverting after two days.","07/07/2021 06:56:55","Incident","System.Object[]","","","01/04/2021 00:00:00","System.Object[]","Admins seeing SharePoint Online storage quota changes being reverted after two days"
"System.Object[]","System.Object[]","Investigation suspended","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","14/05/2021 23:20:02","spofeatures","SharePoint Features","","SP255959","Users are unable to connect to OneDrive for Business and receive error code 0x8004de40.","14/05/2021 23:20:20","Incident","System.Object[]","","","12/05/2021 19:40:58","System.Object[]","Users on Windows 7/8 Service Pack 1 with TLS 1.0/1.1 can't connect to OneDrive for Business and receive error 0x8004de40"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","17/06/2021 10:52:00","spofeatures","SharePoint Features","","SP262674","Users may have been unable to manually enter dates into date fields within the modern UI of SharePoint Online.","17/06/2021 11:27:28","Incident","System.Object[]","","","11/06/2021 06:42:00","System.Object[]","Users may have been unable to manually enter dates into date fields within the modern UI of SharePoint Online"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","21/06/2021 17:20:00","spofeatures","SharePoint Features","","SP263418","Users were unable to add comments to major version documents during publication within the SharePoint Online service.","21/06/2021 18:03:42","Incident","System.Object[]","","","09/06/2021 04:01:00","System.Object[]","Some users are unable to add comments to major version documents during publication within the SharePoint Online service"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","25/06/2021 22:30:00","spofeatures","SharePoint Features","","SP264644","Users may have been unable to use the search function in SharePoint Online.","25/06/2021 22:59:11","Incident","System.Object[]","","","25/06/2021 18:00:00","System.Object[]","Some users may be unable to use the search function in SharePoint Online"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Incident","16/07/2021 17:51:00","spofeatures","SharePoint Features","","SP270773","Users may have experienced a blank page when accessing internal PDF links within SharePoint Online.","17/07/2021 04:00:24","Incident","System.Object[]","","","08/07/2021 22:37:00","System.Object[]","Some users may experience a blank page when accessing internal PDF links within SharePoint Online"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","27/07/2021 15:32:00","spofeatures","SharePoint Features","","SP273435","Users were seeing titles rendering on top of images in news web parts on SharePoint Online sites.","27/07/2021 15:56:24","Incident","System.Object[]","","","27/07/2021 01:42:00","System.Object[]","Users are seeing titles rendering on top of images in news web parts on SharePoint Online sites"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","29/07/2021 06:20:00","spofeatures","SharePoint Features","","SP273670","Users were seeing blank pages when opening some PDF files within the SharePoint Online service.","29/07/2021 17:49:48","Incident","System.Object[]","","","15/07/2021 00:00:00","System.Object[]","Users are seeing blank pages when opening some PDF files within the SharePoint Online service"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","16/08/2021 13:38:00","spofeatures","SharePoint Features","","SP274273","Admins were unable to update conditional access policies for their SharePoint Online site collections.","18/08/2021 19:20:49","Incident","System.Object[]","","","01/07/2021 05:06:00","System.Object[]","Admins can't update conditional access policies for their SharePoint Online site collections"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","02/08/2021 11:50:00","spofeatures","SharePoint Features","","SP274278","Users were unable to see a specific third-party social media web part in SharePoint Online modern pages.","02/08/2021 17:26:39","Incident","System.Object[]","","","29/07/2021 23:33:00","System.Object[]","Users can't see a specific third-party social media web part in SharePoint Online modern pages"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","11/08/2021 22:33:00","spofeatures","SharePoint Features","","SP277379","Users intermittently were unable to navigate to folders via the SharePoint Online library.","12/08/2021 18:05:57","Incident","System.Object[]","","","03/08/2021 08:28:00","System.Object[]","Users intermittently are unable to navigate to folders via the SharePoint Online library"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","20/08/2021 17:56:00","spofeatures","SharePoint Features","","SP279577","Users were unable to modify the layout of SharePoint Online modern sites that have web parts.","20/08/2021 18:53:47","Incident","System.Object[]","","","18/08/2021 23:00:00","System.Object[]","Users can't modify the layout of SharePoint Online modern sites that have web parts"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","02/09/2021 17:30:00","spofeatures","SharePoint Features","","SP282669","Users couldn't automate Power Automate items in their document libraries within SharePoint Online.","02/09/2021 18:12:54","Incident","System.Object[]","","","02/09/2021 03:02:00","System.Object[]","Users can't automate Power Automate items in their document libraries within SharePoint Online"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Incident","28/09/2021 21:30:00","spofeatures","SharePoint Features","","SP287647","Users were seeing a blank page when using the classic experience to access SharePoint Online sites.","29/09/2021 15:22:36","Incident","System.Object[]",,"Sev2","26/09/2021 23:47:00","System.Object[]","Users were seeing a blank page when using the classic experience to access SharePoint Online sites"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","30/09/2021 20:33:00","spofeatures","SharePoint Features","","SP288333","Users were unable to create Microsoft Office files using the Power Automate tool within SharePoint Online.","30/09/2021 22:08:17","Incident","System.Object[]",,"Sev2","24/09/2021 09:26:00","System.Object[]","Users can’t create Microsoft Office files using the Power Automate tool within SharePoint Online"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","11/10/2021 22:00:00","spofeatures","SharePoint Features","","SP289898","Users couldn't see digital signatures within .pdf files when using the SharePoint Online previewer.","12/10/2021 18:51:05","Incident","System.Object[]",,"Sev2","14/09/2021 13:00:00","System.Object[]","Users can't see digital signatures within .pdf files when using the SharePoint Online previewer"
"System.Object[]","System.Object[]","Service restored","SharePoint","SharePoint Online",,"System.Object[]","0",,"Advisory","14/10/2021 17:20:00","spofeatures","SharePoint Features","","SP291527","Admins may have been unable to access the SharePoint admin center from the left pane in the classic experience.","14/10/2021 21:50:15","Incident","System.Object[]",,"Sev2","14/10/2021 02:47:00","System.Object[]","Some admins may be unable to access the SharePoint admin center from the left pane in the classic experience"
